trade_id,date,team,direction,asset_type,player_name,player_age,player_position,pick_year,pick_round,pick_condition,cash,cap_space,notes
43,2023-10-17,Houston Rockets,Incoming,Player,Victor Oladipo,31,SG,,,,,"Salary: $9,450,000"
43,2023-10-17,Houston Rockets,Incoming,Player,Jeremiah Robinson-Earl,22,PF,,,,,"Salary: $1,900,000"
43,2023-10-17,Oklahoma City Thunder,Outgoing,Cap Space,,,,,,,,4510000,-$4.51M CAP SPACE
43,2023-10-17,Oklahoma City Thunder,Incoming,Player,Kevin Porter Jr.,23,PG,,,,,"Salary: $15,860,000"
43,2023-10-17,Oklahoma City Thunder,Incoming,Pick,,,,,2,future 2nd-round,,
43,2023-10-17,Oklahoma City Thunder,Incoming,Pick,,,,,2,future 2nd-round,,
44,2023-10-01,Boston Celtics,Outgoing,Cap Space,,,,,,,,2790000,-$2.79M CAP SPACE
44,2023-10-01,Boston Celtics,Incoming,Player,Jrue Holiday,33,PG,,,,,"Salary: $36,861,707"
44,2023-10-01,Portland Trail Blazers,Incoming,Cap Space,,,,,,,,2790000,+$2.79M CAP SPACE
44,2023-10-01,Portland Trail Blazers,Incoming,Player,Malcolm Brogdon,30,PG,,,,,"Salary: $22,500,000"
44,2023-10-01,Portland Trail Blazers,Incoming,Player,Robert Williams III,25,C,,,,,"Salary: $11,571,429"
44,2023-10-01,Portland Trail Blazers,Incoming,Pick,,,,2024,1,GSW pick,,
44,2023-10-01,Portland Trail Blazers,Incoming,Pick,,,,2029,1,unprotected,,
45,2023-09-27,Milwaukee Bucks,Outgoing,Cap Space,,,,,,,,45640000,-$45.64M CAP SPACE
45,2023-09-27,Milwaukee Bucks,Incoming,Player,Damian Lillard,33,PG,,,,,"Salary: $45,640,084"
45,2023-09-27,Milwaukee Bucks,Outgoing,Player,Grayson Allen,27,SG,,,,,
45,2023-09-27,Milwaukee Bucks,Outgoing,Player,Jrue Holiday,33,PG,,,,,
45,2023-09-27,Milwaukee Bucks,Outgoing,Pick,,,,2028,1,,,
45,2023-09-27,Milwaukee Bucks,Outgoing,Pick,,,,2029,1,,,
45,2023-09-27,Milwaukee Bucks,Outgoing,Pick,,,,2030,1,,,
45,2023-09-27,Phoenix Suns,Incoming,Player,Jusuf Nurkic,29,C,,,,,,
45,2023-09-27,Phoenix Suns,Incoming,Player,Grayson Allen,27,SG,,,,,,
45,2023-09-27,Phoenix Suns,Incoming,Player,Nassir Little,23,SF,,,,,,
45,2023-09-27,Phoenix Suns,Incoming,Player,Keon Johnson,21,SG,,,,,,
45,2023-09-27,Phoenix Suns,Outgoing,Player,Deandre Ayton,25,C,,,,,
45,2023-09-27,Phoenix Suns,Outgoing,Player,Toumani Camara,23,PF,,,,,
45,2023-09-27,Portland Trail Blazers,Incoming,Cap Space,,,,,,,,45640000,+$45.64M CAP SPACE
45,2023-09-27,Portland Trail Blazers,Incoming,Player,Jrue Holiday,33,PG,,,,,,
45,2023-09-27,Portland Trail Blazers,Incoming,Player,Deandre Ayton,25,C,,,,,,
45,2023-09-27,Portland Trail Blazers,Incoming,Player,Toumani Camara,23,PF,,,,,,
45,2023-09-27,Portland Trail Blazers,Incoming,Pick,,,,2028,1,POR right to swap unprotected,,
45,2023-09-27,Portland Trail Blazers,Incoming,Pick,,,,2029,1,unprotected,,
45,2023-09-27,Portland Trail Blazers,Incoming,Pick,,,,2030,1,POR right to swap unprotected,,
45,2023-09-27,Portland Trail Blazers,Outgoing,Player,Damian Lillard,,,,,,,
45,2023-09-27,Portland Trail Blazers,Outgoing,Player,Jusuf Nurkic,,,,,,,
45,2023-09-27,Portland Trail Blazers,Outgoing,Player,Nassir Little,,,,,,,
45,2023-09-27,Portland Trail Blazers,Outgoing,Player,Keon Johnson,,,,,,,
46,2023-07-17,Phoenix Suns,Incoming,Cash,,,,,,,,,Cash
46,2023-07-17,Phoenix Suns,Incoming,Pick,,,,2024,2,protected 31-49 and 55-59,,
46,2023-07-17,San Antonio Spurs,Incoming,Player,Cameron Payne,28,PG,,,,,,
47,2023-07-16,Orlando Magic,Incoming,Pick,,,,2026,1,"ORL right to swap with PHX, least favorable of PHX-WAS",,
47,2023-07-16,Phoenix Suns,Incoming,Pick,,,,2024,2,DEN pick,,
47,2023-07-16,Phoenix Suns,Incoming,Pick,,,,2026,2,least favorable of ORL-DET-MIL,,
47,2023-07-16,Phoenix Suns,Incoming,Pick,,,,2028,2,"BOS pick, top-45 protected",,
48,2023-07-08,Atlanta Hawks,Incoming,Player,Patty Mills,34,PG,,,,,,
48,2023-07-08,Oklahoma City Thunder,Incoming,Player,TyTy Washington Jr.,21,PG,,,,,,
48,2023-07-08,Oklahoma City Thunder,Incoming,Player,Rudy Gay,36,PF,,,,,,
48,2023-07-08,Oklahoma City Thunder,Incoming,Player,Usman Garuba,21,PF,,,,,,
48,2023-07-08,Oklahoma City Thunder,Incoming,Pick,,,,,2,future 2nd-round,,
49,2023-07-12,Boston Celtics,Incoming,Cap Space,,,,,,,,12560000,+$12.56M CAP SPACE
49,2023-07-12,Boston Celtics,Incoming,Pick,,,,2023,2,,,
49,2023-07-12,Boston Celtics,Incoming,Pick,,,,2024,2,more favorable of NOP-CHI,,
49,2023-07-12,Boston Celtics,Incoming,Pick,,,,2025,2,right to swap more favorable WAS-GSW-DET,,
49,2023-07-12,Boston Celtics,Incoming,Pick,,,,2025,2,,,
49,2023-07-12,Boston Celtics,Outgoing,Player,Grant Williams,24,PF,,,,,"Salary: $12,558,140"
49,2023-07-12,Dallas Mavericks,Outgoing,Cap Space,,,,,,,,2070000,-$2.07M CAP SPACE
49,2023-07-12,Dallas Mavericks,Incoming,Player,Grant Williams,24,PF,,,,,"Salary: $12,558,140"
49,2023-07-12,Dallas Mavericks,Incoming,Pick,,,,2025,2,,,
49,2023-07-12,Dallas Mavericks,Incoming,Pick,,,,2028,2,,,
49,2023-07-12,Dallas Mavericks,Outgoing,Pick,,,,2023,2,,,
49,2023-07-12,Dallas Mavericks,Outgoing,Pick,,,,2024,2,,,
49,2023-07-12,Dallas Mavericks,Outgoing,Pick,,,,2025,2,,,
49,2023-07-12,Dallas Mavericks,Outgoing,Pick,,,,2025,2,,,
49,2023-07-12,Dallas Mavericks,Outgoing,Player,Reggie Bullock,32,SF,,,,,
49,2023-07-12,Dallas Mavericks,Outgoing,Pick,,,,2030,1,,,
49,2023-07-12,San Antonio Spurs,Outgoing,Cap Space,,,,,,,,10490000,-$10.49M CAP SPACE
49,2023-07-12,San Antonio Spurs,Incoming,Player,Reggie Bullock,32,SF,,,,,"Salary: $10,489,600"
49,2023-07-12,San Antonio Spurs,Incoming,Pick,,,,2030,1,SAS right to swap with DAL unprotected,,
49,2023-07-12,San Antonio Spurs,Outgoing,Pick,,,,2025,2,,,
50,2023-07-11,Memphis Grizzlies,Incoming,Player,Isaiah Todd,21,PF,,,,,,
50,2023-07-11,Memphis Grizzlies,Incoming,Pick,,,,2024,1,MEM right to swap with PHX,,
50,2023-07-11,Memphis Grizzlies,Incoming,Pick,,,,2030,1,MEM right to swap with PHX,,
50,2023-07-11,Phoenix Suns,Incoming,Pick,,,,2025,2,NOP pick,,
50,2023-07-11,Phoenix Suns,Incoming,Pick,,,,2028,2,MEM pick,,
50,2023-07-11,Phoenix Suns,Incoming,Pick,,,,2029,2,MEM pick,,
51,2023-07-08,Atlanta Hawks,Incoming,Player,Usman Garuba,,,,,,,
51,2023-07-08,Atlanta Hawks,Incoming,Player,TyTy Washington Jr.,21,PG,,,,,,
51,2023-07-08,Atlanta Hawks,Incoming,Cash,,,,,,1100000,,$1.1 Million
51,2023-07-08,Atlanta Hawks,Incoming,Pick,,,,2025,2,MIN pick,,
51,2023-07-08,Atlanta Hawks,Incoming,Pick,,,,2028,2,HOU pick,,
51,2023-07-08,Atlanta Hawks,Outgoing,Player,Alpha Kaba,,,,,,,
51,2023-07-08,Houston Rockets,Incoming,Player,Dillon Brooks,27,SF,,,,,,
51,2023-07-08,Houston Rockets,Incoming,Player,Alpha Kaba,26,PF,,,,,,
51,2023-07-08,Houston Rockets,Incoming,Pick,,,,2026,2,LAC pick,,
51,2023-07-08,Houston Rockets,Incoming,Pick,,,,2027,2,MEM pick,,
51,2023-07-08,Houston Rockets,Outgoing,Player,TyTy Washington Jr.,,,,,,,
51,2023-07-08,Houston Rockets,Outgoing,Pick,,,,2025,2,,,
51,2023-07-08,Houston Rockets,Outgoing,Pick,,,,2028,2,,,
51,2023-07-08,Houston Rockets,Outgoing,Player,Kenyon Martin Jr.,,,,,,,
51,2023-07-08,Houston Rockets,Outgoing,Player,Josh Christopher,,,,,,,
51,2023-07-08,Houston Rockets,Outgoing,Player,Patty Mills,,,,,,,
51,2023-07-08,Houston Rockets,Outgoing,Pick,,,,2023,2,,,
51,2023-07-08,Houston Rockets,Outgoing,Pick,,,,2024,2,,,
51,2023-07-08,Houston Rockets,Outgoing,Pick,,,,2029,2,,,
51,2023-07-08,LA Clippers,Incoming,Player,Kenyon Martin Jr.,22,SF,,,,,,
51,2023-07-08,LA Clippers,Outgoing,Pick,,,,2026,2,,,
51,2023-07-08,LA Clippers,Outgoing,Pick,,,,2027,2,,,
51,2023-07-08,LA Clippers,Outgoing,Player,Vanja Marinkovic,26,SG,,,,,
51,2023-07-08,Memphis Grizzlies,Incoming,Player,Josh Christopher,21,SG,,,,,,
51,2023-07-08,Memphis Grizzlies,Incoming,Player,Vanja Marinkovic,26,SG,,,,,,
51,2023-07-08,Memphis Grizzlies,Outgoing,Player,Dillon Brooks,27,SF,,,,,
51,2023-07-08,Oklahoma City Thunder,Incoming,Player,Patty Mills,34,PG,,,,,,
51,2023-07-08,Oklahoma City Thunder,Incoming,Pick,,,,2023,2,HOU pick,,
51,2023-07-08,Oklahoma City Thunder,Incoming,Pick,,,,2024,2,HOU pick,,
51,2023-07-08,Oklahoma City Thunder,Incoming,Pick,,,,2029,2,HOU pick,,
52,2023-07-08,Cleveland Cavaliers,Incoming,Player,Damian Jones,28,C,,,,,,
52,2023-07-08,Utah Jazz,Incoming,Cash,,,,,,110000,,$110,000
53,2023-07-07,Indiana Pacers,Outgoing,Cap Space,,,,,,,,6800000,-$6.80M CAP SPACE
53,2023-07-07,Indiana Pacers,Incoming,Player,Obi Toppin,25,PF,,,,,"Salary: $6,803,012"
53,2023-07-07,New York Knicks,Incoming,Cap Space,,,,,,,,6800000,+$6.80M CAP SPACE
53,2023-07-07,New York Knicks,Incoming,Pick,,,,2028,2,least favorable of PHX-IND,,
53,2023-07-07,New York Knicks,Incoming,Pick,,,,2029,2,least favorable of WAS-IND,,
54,2023-07-07,Atlanta Hawks,Incoming,Cap Space,,,,,,,,18860000,+$18.86M CAP SPACE
54,2023-07-07,Atlanta Hawks,Incoming,Player,Rudy Gay,36,PF,,,,,"Salary: $6,479,000"
54,2023-07-07,Atlanta Hawks,Incoming,Pick,,,,2026,2,"MEM pick, if 31-42",,
54,2023-07-07,Utah Jazz,Outgoing,Cap Space,,,,,,,,18860000,-$18.86M CAP SPACE
54,2023-07-07,Utah Jazz,Incoming,Player,John Collins,25,PF,,,,,"Salary: $25,340,000"
55,2023-07-06,Houston Rockets,Incoming,Player,Patty Mills,34,PG,,,,,,
55,2023-07-06,Houston Rockets,Incoming,Pick,,,,,2,Protected Future 2nd-round,,
55,2023-07-06,Houston Rockets,Incoming,Pick,,,,2028,2,MIL pick,,
55,2023-07-06,Brooklyn Nets,Incoming,Other,TBD,,,,,,,TBD
56,2023-07-06,Cleveland Cavaliers,Outgoing,Cap Space,,,,,,,,6000000,-$6.00M CAP SPACE
56,2023-07-06,Cleveland Cavaliers,Incoming,Player,Max Strus,27,SG,,,,,"Salary: $14,651,163"
56,2023-07-06,Cleveland Cavaliers,Outgoing,Player,Cedi Osman,28,SF,,,,,"Salary: $6,718,842"
56,2023-07-06,Cleveland Cavaliers,Outgoing,Player,Lamar Stevens,25,SF,,,,,"Salary: $1,930,681"
56,2023-07-06,Miami Heat,Incoming,Cap Space,,,,,,,,14650000,+$14.65M CAP SPACE
56,2023-07-06,Miami Heat,Incoming,Pick,,,,,2,2nd-round pick,,
56,2023-07-06,Miami Heat,Incoming,Pick,,,,2027,2,,,
56,2023-07-06,Miami Heat,Outgoing,Player,Max Strus,,,,,,,"Salary: $14,651,163"
56,2023-07-06,Miami Heat,Outgoing,Pick,,,,2026,2,,,
56,2023-07-06,San Antonio Spurs,Outgoing,Cap Space,,,,,,,,8650000,-$8.65M CAP SPACE
56,2023-07-06,San Antonio Spurs,Incoming,Player,Cedi Osman,28,SF,,,,,"Salary: $6,718,842"
56,2023-07-06,San Antonio Spurs,Incoming,Player,Lamar Stevens,25,SF,,,,,"Salary: $1,930,681"
56,2023-07-06,San Antonio Spurs,Incoming,Pick,,,,,2,2nd-round pick,,
56,2023-07-06,San Antonio Spurs,Incoming,Cash,,,,,,1000000,,$1 Million
56,2023-07-06,San Antonio Spurs,Incoming,Pick,,,,2026,2,LAL pick,,
56,2023-07-06,San Antonio Spurs,Outgoing,Pick,,,,2027,2,,,
57,2023-07-06,Miami Heat,Incoming,Cap Space,,,,,,,,9450000,+$9.45M CAP SPACE
57,2023-07-06,Miami Heat,Incoming,Cash,,,,,,,,,Cash
57,2023-07-06,Oklahoma City Thunder,Outgoing,Cap Space,,,,,,,,9450000,-$9.45M CAP SPACE
57,2023-07-06,Oklahoma City Thunder,Incoming,Player,Victor Oladipo,31,SG,,,,,"Salary: $9,450,000"
57,2023-07-06,Oklahoma City Thunder,Incoming,Pick,,,,2023,2,MIA pick,,
57,2023-07-06,Oklahoma City Thunder,Incoming,Pick,,,,2029,2,MIA pick,,
58,2023-07-06,Detroit Pistons,Outgoing,Cap Space,,,,,,,,9800000,-$9.80M CAP SPACE
58,2023-07-06,Detroit Pistons,Incoming,Player,Monte Morris,28,PG,,,,,"Salary: $9,800,926"
58,2023-07-06,Washington Wizards,Incoming,Cap Space,,,,,,,,9800000,+$9.80M CAP SPACE
58,2023-07-06,Washington Wizards,Incoming,Pick,,,,2027,2,more favorable of BKN-DAL,,
59,2023-06-30,Indiana Pacers,Incoming,Cap Space,,,,,,,,4120000,+$4.12M CAP SPACE
59,2023-06-30,Indiana Pacers,Incoming,Pick,,,,2028,2,DAL pick,,
59,2023-06-30,Indiana Pacers,Incoming,Pick,,,,2030,2,SAC pick,,
59,2023-06-30,Sacramento Kings,Outgoing,Cap Space,,,,,,,,4120000,-$4.12M CAP SPACE
59,2023-06-30,Sacramento Kings,Incoming,Player,Chris Duarte,26,SF,,,,,"Salary: $4,124,400"
60,2023-07-06,Detroit Pistons,Outgoing,Cap Space,,,,,,,,19930000,-$19.93M CAP SPACE
60,2023-07-06,Detroit Pistons,Incoming,Player,Joe Harris,31,SG,,,,,"Salary: $19,928,571"
60,2023-07-06,Detroit Pistons,Incoming,Pick,,,,2027,2,DAL pick,,
60,2023-07-06,Detroit Pistons,Incoming,Pick,,,,2029,2,MIL pick,,
60,2023-07-06,Brooklyn Nets,Incoming,Cap Space,,,,,,,,19930000,+$19.93M CAP SPACE
60,2023-07-06,Brooklyn Nets,Incoming,Cash,,,,,,110000,,$110,000
61,2023-07-06,Dallas Mavericks,Outgoing,Cap Space,,,,,,,,12050000,-$12.05M CAP SPACE
61,2023-07-06,Dallas Mavericks,Incoming,Player,Richaun Holmes,29,C,,,,,"Salary: $12,046,020"
61,2023-07-06,Dallas Mavericks,Incoming,Player,Olivier-Maxence Prosper,21,PF,,,,,,
61,2023-07-06,Sacramento Kings,Incoming,Cap Space,,,,,,,,12050000,+$12.05M CAP SPACE
61,2023-07-06,Sacramento Kings,Incoming,Cash,,,,,,110000,,$110,000
62,2023-07-06,Golden State Warriors,Outgoing,Cap Space,,,,,,,,1120000,-$1.12M CAP SPACE
62,2023-07-06,Golden State Warriors,Incoming,Player,Chris Paul,38,PG,,,,,"Salary: $30,800,000"
62,2023-07-06,Washington Wizards,Incoming,Cap Space,,,,,,,,1120000,+$1.12M CAP SPACE
62,2023-07-06,Washington Wizards,Incoming,Player,Jordan Poole,24,SG,,,,,"Salary: $27,955,357"
62,2023-07-06,Washington Wizards,Incoming,Player,Ryan Rollins,21,SG,,,,,"Salary: $1,719,864"
62,2023-07-06,Washington Wizards,Incoming,Player,Patrick Baldwin Jr.,20,SF,,,,,,
62,2023-07-06,Washington Wizards,Incoming,Pick,,,,2027,2,,,
62,2023-07-06,Washington Wizards,Incoming,Pick,,,,2030,1,Top-20 protected,,
63,2023-07-06,Dallas Mavericks,Incoming,Cap Space,,,,,,,,17000000,+$17.00M CAP SPACE
63,2023-07-06,Dallas Mavericks,Incoming,Player,Dereck Lively II,19,C,,,,,,
63,2023-07-06,Oklahoma City Thunder,Outgoing,Cap Space,,,,,,,,17000000,-$17.00M CAP SPACE
63,2023-07-06,Oklahoma City Thunder,Incoming,Player,Davis Bertans,30,PF,,,,,"Salary: $17,000,000"
63,2023-07-06,Oklahoma City Thunder,Incoming,Player,Cason Wallace,19,PG,,,,,,
64,2023-06-30,Detroit Pistons,Incoming,Cash,,,,,,,,,Cash
64,2023-06-30,LA Clippers,Incoming,Player,Balsa Koprivica,23,C,,,,,,
