trade_id,team_id,team_abbreviation,season_end_year,trade_date,player_id,player_name,posicao,RCP_pos_bar_pre_trade,muP_asof,deltaP,preenche_lacuna,RCP_pos_bar_post_trade,deltaP_post_trade,gap_fechada,cluster,cluster_name,cluster_post_trade,cluster_name_post_trade
23,1610612755,PHI,2020,2020-02-06,202692,Alec Burks,Guards,0.007643934134365653,0.0016111065230566101,0.006032827611309043,Redundante,0.048534406490765035,0.043862167798464705,N/A (nao era lacuna),2,Elite,0,Defensivo
23,1610612755,PHI,2020,2020-02-06,203922,Glenn Robinson III,Forwards,0.01791220527700721,0.009267634004295509,0.0086445712727117,Redundante,0.028957712772845673,-0.026694735599521645,N/A (nao era lacuna),2,Elite,0,Defensivo
22,1610612755,PHI,2021,2021-03-25,201588,George Hill,Guards,0.009252484884038743,0.006395762686680525,0.002856722197358218,Redundante,0.02902067892073834,0.013060568297324968,N/A (nao era lacuna),2,Elite,0,Defensivo
22,1610612755,PHI,2021,2021-03-25,1629649,Ignas Brazdeikis,Forwards,0.009864123007592979,0.014414560851604113,-0.0045504378440111345,Preenche Lacuna,0.004967732022120465,-0.015938100669918003,Nao,2,Elite,0,Defensivo
43,1610612756,PHX,2019,2018-12-17,203085,Austin Rivers,Guards,-0.002094157505201285,0.03928506463655857,-0.041379222141759854,Preenche Lacuna,-0.001685290019085167,-0.01217860837143114,Melhorou,3,Reconstrução,1,Ofensivo
43,1610612756,PHX,2019,2018-12-17,1626162,Kelly Oubre,Forwards,0.0120108990173452,0.0059993231939457345,0.006011575823399466,Redundante,0.002814385366002593,-0.010745794703995053,N/A (nao era lacuna),3,Reconstrução,1,Ofensivo
33,1610612756,PHX,2019,2019-02-06,204020,Tyler Johnson,Guards,0.0007866113084027641,0.018216109163124442,-0.017429497854721678,Preenche Lacuna,-0.015330811469175394,-0.0269861418583748,Nao,3,Reconstrução,3,Reconstrução
33,1610612756,PHX,2019,2019-02-06,201961,Wayne Ellington,Guards,0.0007866113084027641,0.018216109163124442,-0.017429497854721678,Preenche Lacuna,-0.015330811469175394,-0.0269861418583748,Nao,3,Reconstrução,3,Reconstrução
32,1610612756,PHX,2021,2021-03-18,1628470,Torrey Craig,Forwards,0.009058276129657818,0.014531479484867691,-0.005473203355209873,Preenche Lacuna,0.005681473294451497,-0.0047724536750957496,Melhorou,0,Defensivo,0,Defensivo
37,1610612757,POR,2019,2019-02-04,203918,Rodney Hood,Forwards,-0.014867576708790381,0.004687859822334431,-0.019555436531124813,Preenche Lacuna,-0.0033087253859856035,-0.0181480563113877,Melhorou,2,Elite,2,Elite
29,1610612757,POR,2019,2019-02-07,1627746,Skal Labissiere,Forwards,-0.016278771212693475,0.0028857874399276636,-0.01916455865262114,Preenche Lacuna,-0.0023153402201852662,-0.01995545153600579,Nao,2,Elite,2,Elite
32,1610612757,POR,2020,2020-01-21,1628403,Caleb Swanigan,Forwards,0.022225095640962807,0.009142869654389612,0.013082225986573196,Redundante,0.06629790906594486,0.034852937192717204,N/A (nao era lacuna),0,Defensivo,0,Defensivo
32,1610612757,POR,2020,2020-01-21,1629117,Wenyen Gabriel,Forwards,0.022225095640962807,0.009142869654389612,0.013082225986573196,Redundante,0.06629790906594486,0.034852937192717204,N/A (nao era lacuna),0,Defensivo,0,Defensivo
32,1610612757,POR,2020,2020-01-21,2772,Trevor Ariza,Forwards,0.022225095640962807,0.009142869654389612,0.013082225986573196,Redundante,0.06629790906594486,0.034852937192717204,N/A (nao era lacuna),0,Defensivo,0,Defensivo
23,1610612757,POR,2021,2021-03-25,1626181,Norman Powell,Guards,0.05490978654460293,0.006395762686680525,0.0485140238579224,Redundante,0.06594381742991627,0.049983706806502895,N/A (nao era lacuna),0,Defensivo,0,Defensivo
26,1610612758,SAC,2019,2019-02-07,202692,Alec Burks,Guards,0.13413780374486065,0.023834054632124888,0.11030374911273576,Redundante,-0.06485681512319859,-0.06990587430207008,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
27,1610612758,SAC,2019,2019-02-07,203084,Harrison Barnes,Forwards,-0.020024779046431004,0.0028857874399276636,-0.02291056648635867,Preenche Lacuna,0.007697293014614176,-0.00994281830120635,Melhorou,1,Ofensivo,1,Ofensivo
29,1610612758,SAC,2019,2019-02-07,1628403,Caleb Swanigan,Forwards,-0.020024779046431004,0.0028857874399276636,-0.02291056648635867,Preenche Lacuna,0.007697293014614176,-0.00994281830120635,Melhorou,1,Ofensivo,1,Ofensivo
32,1610612758,SAC,2020,2020-01-21,203145,Kent Bazemore,Guards,-0.011419465770194369,0.002024279844586766,-0.013443745614781134,Preenche Lacuna,0.07059396950030714,0.08306978029292186,Sim,3,Reconstrução,0,Defensivo
32,1610612758,SAC,2020,2020-01-21,201229,Anthony Tolliver,Forwards,-0.00510164035227619,0.009142869654389612,-0.014244510006665802,Preenche Lacuna,0.023155195897764606,-0.008289775975463053,Melhorou,3,Reconstrução,0,Defensivo
28,1610612758,SAC,2020,2020-02-05,203953,Jabari Parker,Forwards,-0.003019956469777003,0.008603353483624215,-0.011623309953401217,Preenche Lacuna,0.0457470606596608,0.003702511624722439,Sim,3,Reconstrução,0,Defensivo
28,1610612758,SAC,2020,2020-02-05,203458,Alex Len,Centers,0.039901849373082186,0.008186752504185504,0.03171509686889668,Redundante,-0.03893975652897721,-0.0569372006214037,N/A (nao era lacuna),3,Reconstrução,0,Defensivo
30,1610612758,SAC,2021,2021-03-22,1629662,Mfiondu Kabengele,Forwards,-0.008821565616808124,0.02320427272832099,-0.032025838345129114,Preenche Lacuna,0.010746689765880736,-0.005481777537883694,Melhorou,1,Ofensivo,0,Defensivo
19,1610612758,SAC,2021,2021-03-25,1629056,Terence Davis,Guards,-0.040419733653802185,0.006395762686680525,-0.04681549634048271,Preenche Lacuna,-0.07789495873519563,-0.093855069358609,Nao,1,Ofensivo,0,Defensivo
24,1610612758,SAC,2021,2021-03-25,203090,Maurice Harkless,Forwards,-0.01068438171498736,0.014414560851604113,-0.025098942566591474,Preenche Lacuna,0.005265889647995665,-0.0156399430440428,Melhorou,1,Ofensivo,0,Defensivo
24,1610612758,SAC,2021,2021-03-25,1629735,Chris Silva,Forwards,-0.01068438171498736,0.014414560851604113,-0.025098942566591474,Preenche Lacuna,0.005265889647995665,-0.0156399430440428,Melhorou,1,Ofensivo,0,Defensivo
28,1610612758,SAC,2021,2021-03-25,1626153,Delon Wright,Guards,-0.040419733653802185,0.006395762686680525,-0.04681549634048271,Preenche Lacuna,-0.07789495873519563,-0.093855069358609,Nao,1,Ofensivo,0,Defensivo
27,1610612759,SAS,2021,2021-03-25,1627737,Marquese Chriss,Forwards,0.06256908581918087,0.014414560851604113,0.04815452496757676,Redundante,-0.017996280871075323,-0.038902113563113794,N/A (nao era lacuna),0,Defensivo,1,Ofensivo
33,1610612760,OKC,2021,2021-03-17,203086,Meyers Leonard,Centers,0.010522056992824972,-0.00032580765476249743,0.010847864647587468,Redundante,0.013603970983006124,0.02249601117223221,N/A (nao era lacuna),3,Reconstrução,3,Reconstrução
22,1610612760,OKC,2021,2021-03-25,1628396,Tony Bradley,Centers,0.012487020449588172,0.002263604744997538,0.010223415704590634,Redundante,0.013803528983835871,0.015594039951091971,N/A (nao era lacuna),3,Reconstrução,3,Reconstrução
22,1610612760,OKC,2021,2021-03-25,203085,Austin Rivers,Guards,-0.021858415759253066,0.006395762686680525,-0.02825417844593359,Preenche Lacuna,0.006718635827257474,-0.009241474796155898,Melhorou,3,Reconstrução,3,Reconstrução
23,1610612761,TOR,2019,2019-02-07,201188,Marc Gasol,Centers,-0.00822149405860974,-0.00822287782037132,1.3837617615797965e-06,Redundante,-0.0229384411805895,-0.03610325162289246,N/A (nao era lacuna),2,Elite,2,Elite
45,1610612762,UTA,2019,2018-11-28,2594,Kyle Korver,Guards,-0.1279776412856261,0.027996362940711925,-0.15597400422633803,Preenche Lacuna,0.022347299557607135,0.0013530436367658154,Sim,3,Reconstrução,2,Elite
21,1610612762,UTA,2021,2021-03-25,1629744,Matt Thomas,Guards,0.033994552586098147,0.006395762686680525,0.027598789899417622,Redundante,0.040153077617661896,0.024192966994248524,N/A (nao era lacuna),0,Defensivo,0,Defensivo
19,1610612763,MEM,2019,2019-02-07,1628416,Tyler Dorsey,Guards,-0.01273706743339205,0.023834054632124888,-0.03657112206551694,Preenche Lacuna,-0.067035214152801,-0.0720842733316725,Nao,3,Reconstrução,1,Ofensivo
23,1610612763,MEM,2019,2019-02-07,202685,Jonas Valanciunas,Centers,0.015367025015995388,-0.00822287782037132,0.023589902836366708,Redundante,0.0556882109925334,0.042523400550230434,N/A (nao era lacuna),3,Reconstrução,1,Ofensivo
23,1610612763,MEM,2019,2019-02-07,101139,C.J. Miles,Forwards,0.015551860599214843,0.0028857874399276636,0.01266607315928718,Redundante,0.048384040197304655,0.03074392888148413,N/A (nao era lacuna),3,Reconstrução,1,Ofensivo
23,1610612763,MEM,2019,2019-02-07,1626153,Delon Wright,Guards,-0.01273706743339205,0.023834054632124888,-0.03657112206551694,Preenche Lacuna,-0.067035214152801,-0.0720842733316725,Nao,3,Reconstrução,1,Ofensivo
24,1610612763,MEM,2019,2019-02-07,202340,Avery Bradley,Guards,-0.01273706743339205,0.023834054632124888,-0.03657112206551694,Preenche Lacuna,-0.067035214152801,-0.0720842733316725,Nao,3,Reconstrução,1,Ofensivo
18,1610612763,MEM,2020,2020-02-06,203476,Gorgui Dieng,Centers,0.061375224505289115,0.008815473778158885,0.05255975072713023,Redundante,0.04612046074679071,0.03450782587413641,N/A (nao era lacuna),0,Defensivo,1,Ofensivo
18,1610612763,MEM,2020,2020-02-06,1626159,Justise Winslow,Forwards,0.04063795560247333,0.009267634004295509,0.03137032159817782,Redundante,0.07303093010053656,0.01737848172816924,N/A (nao era lacuna),0,Defensivo,1,Ofensivo
18,1610612763,MEM,2020,2020-02-06,203079,Dion Waiters,Guards,-0.08240533697050755,0.0016111065230566101,-0.08401644349356416,Preenche Lacuna,-0.04772281941875584,-0.05239505811105617,Melhorou,0,Defensivo,1,Ofensivo
26,1610612763,MEM,2020,2020-02-06,1628395,Jordan Bell,Centers,0.061375224505289115,0.008815473778158885,0.05255975072713023,Redundante,0.04612046074679071,0.03450782587413641,N/A (nao era lacuna),0,Defensivo,1,Ofensivo
44,1610612764,WAS,2019,2018-12-07,1626155,Sam Dekker,Forwards,0.012759063910543217,0.025380075596655376,-0.01262101168611216,Preenche Lacuna,0.01562887852999474,0.008527498575553426,Sim,1,Ofensivo,1,Ofensivo
43,1610612764,WAS,2019,2018-12-17,2772,Trevor Ariza,Forwards,0.010976953041408695,0.0059993231939457345,0.004977629847462961,Redundante,0.02079470986546641,0.007234529795468762,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
35,1610612764,WAS,2019,2019-02-06,203953,Jabari Parker,Forwards,0.008596319299624858,0.001290178777678038,0.00730614052194682,Redundante,0.03304227157858853,0.018609315257445275,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
35,1610612764,WAS,2019,2019-02-06,1626171,Bobby Portis,Forwards,0.008596319299624858,0.001290178777678038,0.00730614052194682,Redundante,0.03304227157858853,0.018609315257445275,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
25,1610612764,WAS,2019,2019-02-07,202325,Wesley Johnson,Forwards,0.008594007726711,0.0028857874399276636,0.005708220286783336,Redundante,0.038861131363382935,0.02122102004756241,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
19,1610612764,WAS,2020,2020-02-06,1629010,Jerome Robinson,Guards,-0.023195607849748712,0.0016111065230566101,-0.024806714372805322,Preenche Lacuna,0.1852971334314119,0.18062489473911159,Sim,1,Ofensivo,1,Ofensivo
20,1610612764,WAS,2020,2020-02-06,203894,Shabazz Napier,Guards,-0.023195607849748712,0.0016111065230566101,-0.024806714372805322,Preenche Lacuna,0.1852971334314119,0.18062489473911159,Sim,1,Ofensivo,1,Ofensivo
15,1610612764,WAS,2021,2021-03-25,1628990,Chandler Hutchison,Forwards,0.022351465945851003,0.014414560851604113,0.007936905094246889,Redundante,0.045598444558815114,0.024692611866776647,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
15,1610612764,WAS,2021,2021-03-25,1629655,Daniel Gafford,Centers,0.03363454060199168,0.002263604744997538,0.031370935856994145,Redundante,-0.06529879338937497,-0.06350828242211887,N/A (nao era lacuna),1,Ofensivo,1,Ofensivo
30,1610612765,DET,2019,2019-02-07,1627748,Thon Maker,Centers,-0.0661258726944742,-0.00822287782037132,-0.05790299487410289,Preenche Lacuna,-0.026428880328162516,-0.039593690770465484,Melhorou,3,Reconstrução,0,Defensivo
21,1610612765,DET,2020,2020-02-06,202688,Brandon Knight,Guards,-0.017227022126298158,0.0016111065230566101,-0.018838128649354767,Preenche Lacuna,-0.004432267623178617,-0.009104506315478943,Melhorou,3,Reconstrução,3,Reconstrução
21,1610612765,DET,2020,2020-02-06,203089,John Henson,Forwards,0.012994576376679681,0.009267634004295509,0.0037269423723841726,Redundante,0.03789410097349039,-0.017758347398876925,N/A (nao era lacuna),3,Reconstrução,3,Reconstrução
35,1610612765,DET,2021,2021-02-07,1628372,Dennis Smith Jr.,Guards,0.00025546922955920983,-0.0028486760729832736,0.0031041453025424832,Redundante,0.0020767685312466956,-0.009848448562763196,N/A (nao era lacuna),3,Reconstrução,3,Reconstrução
34,1610612765,DET,2021,2021-03-12,1628977,Hamidou Diallo,Guards,0.000677647901418851,0.005192480013912238,-0.004514832112493387,Preenche Lacuna,0.0031290446879353446,-0.0077390268736939015,Nao,3,Reconstrução,3,Reconstrução
28,1610612765,DET,2021,2021-03-25,202709,Cory Joseph,Guards,0.001464582489014041,0.006395762686680525,-0.004931180197666484,Preenche Lacuna,0.002969130468934099,-0.012990980154479274,Nao,3,Reconstrução,3,Reconstrução
