team_id,team_abbreviation,team_name,season_end_year,season_year,style_cluster,style_label,performance_cluster,performance_label
1610612755,PHI,Philadelphia 76ers,2018,2017-18,0,Alto Turnover,3,3: Elite Contenders
1610612755,PHI,Philadelphia 76ers,2019,2018-19,0,Alto Turnover,3,3: Elite Contenders
1610612755,PHI,Philadelphia 76ers,2020,2019-20,3,Bola em Movimento (alta assistência),0,0: Defensive / Slow Pace
1610612755,PHI,Philadelphia 76ers,2021,2020-21,0,Alto Turnover,3,3: Elite Contenders
1610612755,PHI,Philadelphia 76ers,2022,2021-22,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612755,PHI,Philadelphia 76ers,2023,2022-23,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612755,PHI,Philadelphia 76ers,2024,2023-24,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612755,PHI,Philadelphia 76ers,2025,2024-25,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612756,PHX,Phoenix Suns,2013,2012-13,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612756,PHX,Phoenix Suns,2014,2013-14,1,Aro Desguarnecido,3,3: Elite Contenders
1610612756,PHX,Phoenix Suns,2015,2014-15,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612756,PHX,Phoenix Suns,2016,2015-16,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612756,PHX,Phoenix Suns,2017,2016-17,0,Alto Turnover,1,1: Offensive / High Pace
1610612756,PHX,Phoenix Suns,2018,2017-18,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612756,PHX,Phoenix Suns,2019,2018-19,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612756,PHX,Phoenix Suns,2020,2019-20,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612756,PHX,Phoenix Suns,2021,2020-21,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612756,PHX,Phoenix Suns,2022,2021-22,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612756,PHX,Phoenix Suns,2023,2022-23,3,Bola em Movimento (alta assistência),0,0: Defensive / Slow Pace
1610612756,PHX,Phoenix Suns,2024,2023-24,0,Alto Turnover,3,3: Elite Contenders
1610612756,PHX,Phoenix Suns,2025,2024-25,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612757,POR,Portland Trail Blazers,2013,2012-13,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612757,POR,Portland Trail Blazers,2014,2013-14,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612757,POR,Portland Trail Blazers,2015,2014-15,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612757,POR,Portland Trail Blazers,2016,2015-16,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612757,POR,Portland Trail Blazers,2017,2016-17,0,Alto Turnover,1,1: Offensive / High Pace
1610612757,POR,Portland Trail Blazers,2018,2017-18,0,Alto Turnover,0,0: Defensive / Slow Pace
1610612757,POR,Portland Trail Blazers,2019,2018-19,0,Alto Turnover,3,3: Elite Contenders
1610612757,POR,Portland Trail Blazers,2020,2019-20,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612757,POR,Portland Trail Blazers,2021,2020-21,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612757,POR,Portland Trail Blazers,2022,2021-22,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612757,POR,Portland Trail Blazers,2023,2022-23,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612757,POR,Portland Trail Blazers,2024,2023-24,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612757,POR,Portland Trail Blazers,2025,2024-25,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2013,2012-13,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2014,2013-14,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2015,2014-15,0,Alto Turnover,1,1: Offensive / High Pace
1610612758,SAC,Sacramento Kings,2016,2015-16,0,Alto Turnover,1,1: Offensive / High Pace
1610612758,SAC,Sacramento Kings,2017,2016-17,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2018,2017-18,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2019,2018-19,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612758,SAC,Sacramento Kings,2020,2019-20,1,Aro Desguarnecido,1,1: Offensive / High Pace
1610612758,SAC,Sacramento Kings,2021,2020-21,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2022,2021-22,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612758,SAC,Sacramento Kings,2023,2022-23,1,Aro Desguarnecido,3,3: Elite Contenders
1610612758,SAC,Sacramento Kings,2024,2023-24,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612758,SAC,Sacramento Kings,2025,2024-25,2,Time Cuidadoso (baixo turnover),1,1: Offensive / High Pace
1610612759,SAS,San Antonio Spurs,2013,2012-13,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612759,SAS,San Antonio Spurs,2014,2013-14,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612759,SAS,San Antonio Spurs,2015,2014-15,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612759,SAS,San Antonio Spurs,2016,2015-16,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612759,SAS,San Antonio Spurs,2017,2016-17,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612759,SAS,San Antonio Spurs,2018,2017-18,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612759,SAS,San Antonio Spurs,2019,2018-19,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612759,SAS,San Antonio Spurs,2020,2019-20,2,Time Cuidadoso (baixo turnover),1,1: Offensive / High Pace
1610612759,SAS,San Antonio Spurs,2021,2020-21,2,Time Cuidadoso (baixo turnover),1,1: Offensive / High Pace
1610612759,SAS,San Antonio Spurs,2022,2021-22,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612759,SAS,San Antonio Spurs,2023,2022-23,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612759,SAS,San Antonio Spurs,2024,2023-24,2,Time Cuidadoso (baixo turnover),2,2: Rebuilding / Lottery
1610612759,SAS,San Antonio Spurs,2025,2024-25,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612760,OKC,Oklahoma City Thunder,2013,2012-13,0,Alto Turnover,3,3: Elite Contenders
1610612760,OKC,Oklahoma City Thunder,2014,2013-14,0,Alto Turnover,3,3: Elite Contenders
1610612760,OKC,Oklahoma City Thunder,2015,2014-15,0,Alto Turnover,1,1: Offensive / High Pace
1610612760,OKC,Oklahoma City Thunder,2016,2015-16,0,Alto Turnover,3,3: Elite Contenders
1610612760,OKC,Oklahoma City Thunder,2017,2016-17,0,Alto Turnover,1,1: Offensive / High Pace
1610612760,OKC,Oklahoma City Thunder,2018,2017-18,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612760,OKC,Oklahoma City Thunder,2019,2018-19,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612760,OKC,Oklahoma City Thunder,2020,2019-20,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612760,OKC,Oklahoma City Thunder,2021,2020-21,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612760,OKC,Oklahoma City Thunder,2022,2021-22,2,Time Cuidadoso (baixo turnover),2,2: Rebuilding / Lottery
1610612760,OKC,Oklahoma City Thunder,2023,2022-23,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612760,OKC,Oklahoma City Thunder,2024,2023-24,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612760,OKC,Oklahoma City Thunder,2025,2024-25,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612761,TOR,Toronto Raptors,2013,2012-13,1,Aro Desguarnecido,1,1: Offensive / High Pace
1610612761,TOR,Toronto Raptors,2014,2013-14,0,Alto Turnover,1,1: Offensive / High Pace
1610612761,TOR,Toronto Raptors,2015,2014-15,1,Aro Desguarnecido,3,3: Elite Contenders
1610612761,TOR,Toronto Raptors,2016,2015-16,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612761,TOR,Toronto Raptors,2017,2016-17,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612761,TOR,Toronto Raptors,2018,2017-18,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612761,TOR,Toronto Raptors,2019,2018-19,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612761,TOR,Toronto Raptors,2020,2019-20,3,Bola em Movimento (alta assistência),3,3: Elite Contenders
1610612761,TOR,Toronto Raptors,2021,2020-21,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612761,TOR,Toronto Raptors,2022,2021-22,3,Bola em Movimento (alta assistência),0,0: Defensive / Slow Pace
1610612761,TOR,Toronto Raptors,2023,2022-23,3,Bola em Movimento (alta assistência),0,0: Defensive / Slow Pace
1610612761,TOR,Toronto Raptors,2024,2023-24,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612761,TOR,Toronto Raptors,2025,2024-25,0,Alto Turnover,1,1: Offensive / High Pace
1610612762,UTA,Utah Jazz,2013,2012-13,0,Alto Turnover,1,1: Offensive / High Pace
1610612762,UTA,Utah Jazz,2014,2013-14,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612762,UTA,Utah Jazz,2015,2014-15,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612762,UTA,Utah Jazz,2016,2015-16,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612762,UTA,Utah Jazz,2017,2016-17,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612762,UTA,Utah Jazz,2018,2017-18,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612762,UTA,Utah Jazz,2019,2018-19,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612762,UTA,Utah Jazz,2020,2019-20,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612762,UTA,Utah Jazz,2021,2020-21,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612762,UTA,Utah Jazz,2022,2021-22,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612762,UTA,Utah Jazz,2023,2022-23,0,Alto Turnover,1,1: Offensive / High Pace
1610612762,UTA,Utah Jazz,2024,2023-24,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612762,UTA,Utah Jazz,2025,2024-25,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612763,MEM,Memphis Grizzlies,2013,2012-13,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612763,MEM,Memphis Grizzlies,2014,2013-14,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612763,MEM,Memphis Grizzlies,2015,2014-15,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612763,MEM,Memphis Grizzlies,2016,2015-16,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612763,MEM,Memphis Grizzlies,2017,2016-17,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612763,MEM,Memphis Grizzlies,2018,2017-18,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612763,MEM,Memphis Grizzlies,2019,2018-19,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612763,MEM,Memphis Grizzlies,2020,2019-20,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612763,MEM,Memphis Grizzlies,2021,2020-21,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612763,MEM,Memphis Grizzlies,2022,2021-22,0,Alto Turnover,3,3: Elite Contenders
1610612763,MEM,Memphis Grizzlies,2023,2022-23,0,Alto Turnover,3,3: Elite Contenders
1610612763,MEM,Memphis Grizzlies,2024,2023-24,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612763,MEM,Memphis Grizzlies,2025,2024-25,0,Alto Turnover,3,3: Elite Contenders
1610612764,WAS,Washington Wizards,2013,2012-13,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612764,WAS,Washington Wizards,2014,2013-14,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612764,WAS,Washington Wizards,2015,2014-15,0,Alto Turnover,0,0: Defensive / Slow Pace
1610612764,WAS,Washington Wizards,2016,2015-16,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612764,WAS,Washington Wizards,2017,2016-17,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612764,WAS,Washington Wizards,2018,2017-18,3,Bola em Movimento (alta assistência),0,0: Defensive / Slow Pace
1610612764,WAS,Washington Wizards,2019,2018-19,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612764,WAS,Washington Wizards,2020,2019-20,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612764,WAS,Washington Wizards,2021,2020-21,0,Alto Turnover,1,1: Offensive / High Pace
1610612764,WAS,Washington Wizards,2022,2021-22,2,Time Cuidadoso (baixo turnover),1,1: Offensive / High Pace
1610612764,WAS,Washington Wizards,2023,2022-23,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612764,WAS,Washington Wizards,2024,2023-24,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612764,WAS,Washington Wizards,2025,2024-25,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2013,2012-13,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2014,2013-14,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2015,2014-15,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612765,DET,Detroit Pistons,2016,2015-16,0,Alto Turnover,1,1: Offensive / High Pace
1610612765,DET,Detroit Pistons,2017,2016-17,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612765,DET,Detroit Pistons,2018,2017-18,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612765,DET,Detroit Pistons,2019,2018-19,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612765,DET,Detroit Pistons,2020,2019-20,1,Aro Desguarnecido,0,0: Defensive / Slow Pace
1610612765,DET,Detroit Pistons,2021,2020-21,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2022,2021-22,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2023,2022-23,0,Alto Turnover,2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2024,2023-24,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612765,DET,Detroit Pistons,2025,2024-25,0,Alto Turnover,1,1: Offensive / High Pace
1610612766,CHA,Charlotte Hornets,2013,2012-13,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612766,CHA,Charlotte Hornets,2014,2013-14,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612766,CHA,Charlotte Hornets,2015,2014-15,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612766,CHA,Charlotte Hornets,2016,2015-16,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612766,CHA,Charlotte Hornets,2017,2016-17,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612766,CHA,Charlotte Hornets,2018,2017-18,2,Time Cuidadoso (baixo turnover),3,3: Elite Contenders
1610612766,CHA,Charlotte Hornets,2019,2018-19,2,Time Cuidadoso (baixo turnover),0,0: Defensive / Slow Pace
1610612766,CHA,Charlotte Hornets,2020,2019-20,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612766,CHA,Charlotte Hornets,2021,2020-21,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612766,CHA,Charlotte Hornets,2022,2021-22,3,Bola em Movimento (alta assistência),1,1: Offensive / High Pace
1610612766,CHA,Charlotte Hornets,2023,2022-23,3,Bola em Movimento (alta assistência),2,2: Rebuilding / Lottery
1610612766,CHA,Charlotte Hornets,2024,2023-24,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
1610612766,CHA,Charlotte Hornets,2025,2024-25,1,Aro Desguarnecido,2,2: Rebuilding / Lottery
